,Name,Main rating,Ranking on list,Price range,Price class,Number of reviews,Location,Distance from Kgs. Nytorv,Service,Type of food,Address,Good price,Food,Atmosphere,New Price class,Price Class Numeric,Reverse ranking on list,Full ranking
1906,Tacos Chucho,3.5,1916.0,------16503.-738.,--$$$$,3,"55.678852,12.597978",873.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=8"">$$$$</a></div>","Trangravsvej 14 Græsgangen, København 1432 Danmark",,,,$$$$,3,-1916.0,123
1895,Osteriet & Ko,3.5,1915.0,,--$$$$$$,2,"55.66787,12.56088",1987.0,,,"Flaesketorvet 55, København 1711 Danmark",,,,$$$$$$,99,-1915.0,124
1907,Sydhavnens Pizzaria,3.5,1914.0,------1647.-148.,--$$-$$$------,6,"55.65573,12.53736",3987.0,,Fastfood,"Enghavevej 184, København Danmark",,,,$$-$$$,2,-1914.0,125
1898,Gusto Italiano,3.5,1913.0,------16,---,3,"55.691174,12.545154",2745.0,,Italiensk,"Jagtvej 31, København 2200 Danmark",,,,$$$$$$,99,-1913.0,126
1914,Cafe Maroc,3.5,1907.0,,--$,4,"55.67693,12.57486",676.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a></div>","Kompagnistræde 22, København Danmark",,,,$,1,-1907.0,127
1891,Cafe casa denmark,3.5,1906.0,------16,---,18,"55.68225,12.57232",786.0,3.5,Café,"Rosengarden 13, København Danmark",3.5,3.5,3.5,$$$$$$,99,-1906.0,128
1919,Thaiaway,3.5,1904.0,,--$$$$$$,3,"55.71032,12.56521",3578.0,,,"Sankt Kjelds Plads 5, København 2100 Danmark",,,,$$$$$$,99,-1904.0,129
1900,Lagkagehuset,3.5,1900.0,,--$$$$$$,2,"55.65618,12.60925",3078.0,,,"Amagerbrogade 148, København 2300 Danmark",,,,$$$$$$,99,-1900.0,130
1912,Sushi2500,3.5,1899.0,------16,--$$$$$$,3,"55.67904,12.53017",3388.0,,,"Smallegade 20A, København 2000 Danmark",,,,$$$$$$,99,-1899.0,131
1899,Vietnam Quan,3.5,1898.0,------1640.-94.,--$---------,4,"55.69702,12.52595",4113.0,,Asiatisk,"Borups Alle 178, København 2400 Danmark",,,,$,1,-1898.0,132
1890,Lagkagehuset,3.5,1895.0,"------16,",---,3,"55.62951,12.63937",6594.0,,Dansk,"Lufthavnsboulevarden 6, København 2770 Danmark",,,,$$$$$$,99,-1895.0,133
1861,Fuyi,3.5,1893.0,,--$$$$$$,2,"55.71007,12.46605",8125.0,,,"Islevhusvej 32, København 2700 Danmark",,,,$$$$$$,99,-1893.0,134
1888,Cafe Grusgraven,3.5,1889.0,,--$$$$$$,5,"55.67094,12.54628",2581.0,,,"Enghavevej 11, København 1674 Danmark",,,,$$$$$$,99,-1889.0,135
1873,Rosengarden Bodega,3.5,1884.0,,--$$$$$$,8,"55.68223,12.57253",773.0,,,"Rosengaarden 11, København 1174 Danmark",,,,$$$$$$,99,-1884.0,136
1864,Intermezzo,3.5,1882.0,,--$$$$$$,3,"55.67465,12.56565",1305.0,,,"Vesterbrogade 3 Tivoli A/S, København 1630 Danmark",,,,$$$$$$,99,-1882.0,137
1860,Bavnehøj Smørrebrød & Sandwich,3.5,1877.0,"------16,",--$---,2,"55.658463,12.538305",3742.0,,Dansk,"Bavnehøj Allé 5, København 2450 Danmark",,,,$,1,-1877.0,138
1876,LETZ SUSHI NØRREBRO,3.5,1875.0,------1613.-60.,--$---------,9,"55.69037,12.55962",1925.0,,Asiatisk,"Elmegade 23, København 2200 Danmark",,,,$,1,-1875.0,139
1863,Karamba,3.5,1867.0,,--$$$$$$,3,"55.6898,12.5732",1291.0,,,"Soelvgade 91, København 1307 Danmark",,,,$$$$$$,99,-1867.0,140
1877,Laboca,3.5,1866.0,"------16,",------,2,"55.67258,12.553163",2112.0,,Argentinsk,"Vesterbrogade, København Danmark",,,,$$$$$$,99,-1866.0,141
1851,MAUI Reykjaviksgade ApS,3.5,1864.0,------1680.-127.,--$$-$$$---,3,"55.667656,12.578632",1414.0,,Hawaiiansk,"Reykjaviksgade 3, Kl., København 2300 Danmark",,,,$$-$$$,2,-1864.0,142
1858,7 Eleven,3.5,1857.0,,--$$$$$$,2,"55.70463,12.59101",2774.0,,,"Oestbanegade 120, København 2100 Danmark",,,,$$$$$$,99,-1857.0,143
1976,Blomst,3.5,1853.0,------1647.-201.,--$$-$$$---------,2,"55.678925,12.579201",334.0,,Europæisk,"Amagertorv 6, København 1160 Danmark",,,,$$-$$$,2,-1853.0,144
1848,Pejsegaarden,3.5,1849.0,,--$$$$$$,2,"55.71243,12.4694",8048.0,,,"Frederikssundsvej 345, København 2700 Danmark",,,,$$$$$$,99,-1849.0,145
1853,Suyiyaki Japansk Restaurant,3.5,1848.0,------16,---,3,"55.67093,12.54254",2799.0,,Japansk,"Japansk Restaurang Sukiyaki Vesterbrogade 13, 1. 1620 Kopenhamn V, København Danmark",,,,$$$$$$,99,-1848.0,146
1835,TS Smørrebrød,3.5,1847.0,"------16,",--$$$$$$,3,"55.6687,12.57952",1288.0,,,"Islands Brygge 7, København 2300 Danmark",,,,$$$$$$,99,-1847.0,147
1841,Green & Yellow Restaurant,3.5,1846.0,,--$$$$$$,4,"55.67842,12.57201",783.0,,,"Gammeltorv 8, København 1457 Danmark",,,,$$$$$$,99,-1846.0,148
1859,Dragon Grill Express,3.5,1843.0,"------16,",---,11,"55.65134,12.61181",3625.0,,Asiatisk,"Amagerbrogade 186, København 2300 Danmark",,,,$$$$$$,99,-1843.0,149
1852,Cheesecake Huset,3.5,1841.0,,--$$-$$$,8,"55.66612,12.59737",1748.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Amager Boulevard 127, København Danmark",,,,$$-$$$,2,-1841.0,150
1842,Yolkie Egg Joint,3.5,1834.0,------1667.-94.,--$$-$$$,5,"55.696453,12.551488",2749.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Jagtvej 76, St Th, København 2200 Danmark",,,,$$-$$$,2,-1834.0,151
1814,K15,3.5,1831.0,------16,---,6,"55.682552,12.573532",727.0,,Europæisk,"Kultorvet 15, København Danmark",,,,$$$$$$,99,-1831.0,152
1821,Cafe Dubai,3.5,1830.0,------16101.-302.,--$$-$$$---------,3,"55.68185,12.57206",788.0,,Café,"Fiolstraede 21, København 1171 Danmark",,,,$$-$$$,2,-1830.0,153
1827,Figaro,3.5,1828.0,------16,---,5,"55.69798,12.58285",2004.0,,Fransk,"Willemoesgade 31, København 2100 Danmark",,,,$$$$$$,99,-1828.0,154
1809,Mon Amour Pâtissier - Glacier,3.5,1824.0,------16,--$$$$$$,3,"55.67999,12.57512",569.0,,,"Skindergade 19, København 1159 Danmark",,,,$$$$$$,99,-1824.0,155
1826,BarPasta,3.5,1823.0,------16,---,3,"55.696587,12.543877",3130.0,,Italiensk,"Vedbækgade 13, København 2200 Danmark",,,,$$$$$$,99,-1823.0,156
1820,Kinesiske Mur,3.5,1822.0,------1647.-87.,--$$-$$$---------,46,"55.6454,12.61503",4304.0,3.5,Asiatisk,"Amagerbrogade 251, København 2300 Danmark",3.5,3.5,,$$-$$$,2,-1822.0,157
1805,Send flere krydderier,3.5,1820.0,"------16,,,,,",------------,6,"55.69153,12.560277",1974.0,,Libanesisk,"Nørre Allé 7 Nørrebro, København 2200 Danmark",,,,$$$$$$,99,-1820.0,158
1816,The Bagel Co,3.5,1818.0,"------16,",--$$$$$$,4,"55.6723,12.56398",1528.0,,,"Reventlowsgade 7 Københavns Hovedbanegård, København 1651 Danmark",,,,$$$$$$,99,-1818.0,159
1828,Barburrito,3.5,1817.0,------16,---,3,"55.68166,12.58497",193.0,,Mexicansk,"Gothersgade 27, St., Tv., København 1123 Danmark",,,,$$$$$$,99,-1817.0,160
1801,Th. Soerensen,3.5,1815.0,------16,--$,17,"55.66421,12.60097",2045.0,3.0,Dansk,"Amagerbrogade 41, København 2300 Danmark",2.5,3.5,,$,1,-1815.0,161
1822,CPH Burger & Steakhouse,3.5,1814.0,,--$$$$$$,4,"55.68245,12.57361",718.0,,,"Kultorvet 13-15, København 1441 Danmark",,,,$$$$$$,99,-1814.0,162
1803,Madonna Burgerbar,3.5,1812.0,,--$$$$$$,3,"55.69702,12.59126",1946.0,,,"Gefionsvej 45E, København 3000 Danmark",,,,$$$$$$,99,-1812.0,163
1804,Grand Cafe Field's,3.5,1810.0,------16,--$$$$$$,12,"55.63103,12.57589",5468.0,,,"Arne Jacobsens Alle 12, København 2200 Danmark",,,,$$$$$$,99,-1810.0,164
1810,H Kitchen,3.5,1809.0,,--$$$$$$,9,"55.681267,12.572669",736.0,,,"Fiolstraede 26, København 1171 Danmark",,,,$$$$$$,99,-1809.0,165
1811,Louise,3.5,1807.0,"------16,",---,6,"55.67502,12.580593",596.0,3.5,Dansk,"Tivoli Gardens, København Danmark",2.5,3.5,4.0,$$$$$$,99,-1807.0,166
1812,Sunset Boulevard,3.5,1806.0,,--$$$$$$,3,"55.67502,12.580593",596.0,,,"Kongensgade 31/33/2, København 6700 Danmark",,,,$$$$$$,99,-1806.0,167
1808,Tacopop,3.5,1803.0,------1613.-67.,--$---------,15,"55.666386,12.551776",2533.0,,Latinamerikansk,"Odensegade 20 Kld, København 2100 Danmark",3.0,3.5,,$,1,-1803.0,168
1778,Kobenhavns Oktoberfest,3.5,1802.0,,--$$$$$$,4,"55.64673,12.64368",5253.0,,,"Amager Strandvej 255 Femoren - Amager Beach, Metro Station Femoren, København 2300 Danmark",,,,$$$$$$,99,-1802.0,169
1799,D'jungle Juice Amager,3.5,1797.0,"------16,",--$$$$$$,3,"55.65922,12.60669",2705.0,,,"Amagerbrogade 97, København 2300 Danmark",,,,$$$$$$,99,-1797.0,170
1796,Jagger Købmagerade,3.5,1796.0,,--$$$$$$,4,"55.68082,12.57701",460.0,,,"Koebmagergade 43, København 1150 Danmark",,,,$$$$$$,99,-1796.0,171
1776,Restaurant Meadow Garden,3.5,1791.0,,--$$-$$$,11,"55.65447,12.5415",3900.0,4.0,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Sydhavns Plads 15, København 2450 Danmark",2.5,2.5,,$$-$$$,2,-1791.0,172
1783,Il Pane di Mauro,3.5,1790.0,------16,--$---,18,"55.66682,12.57704",1530.0,3.5,Italiensk,"Islands Brygge 23, København 2300 Danmark",3.5,4.0,4.0,$,1,-1790.0,173
1797,Rice and Rice,3.5,1783.0,,--$$-$$$,8,"55.70241,12.58359",2495.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Nordre frihavnsgade 58, København 2100 Danmark",,,,$$-$$$,2,-1783.0,174
1770,Cafe AE,3.5,1779.0,------16101.-121.,--$$-$$$---,32,"55.70101,12.53668",3786.0,3.5,Café,"Frederikssundsvej 7, København 2400 Danmark",3.5,3.0,4.0,$$-$$$,2,-1779.0,175
1791,Neru,3.5,1775.0,,--$$$$$$,4,"55.711113,12.577343",3489.0,,,"Oesterbrogade 111, København 2100 Danmark",,,,$$$$$$,99,-1775.0,176
1751,Cafe Tænk,3.5,1771.0,,--$$$$$$,8,"55.68783,12.54636",2527.0,,,"Rantzausgade 58B, København 2100 Danmark",,,,$$$$$$,99,-1771.0,177
1752,1408,3.5,1767.0,,--$$$$$$,6,"55.67223,12.58871",907.0,,,"Wildersgade 10A, København 1408 Danmark",,,,$$$$$$,99,-1767.0,178
1747,Egils Deli,3.5,1760.0,------1620.-201.,--$$-$$$---------,7,"55.666786,12.576864",1537.0,,Fransk,"Islands Brygge 23 St,th, København 2300 Danmark",,,,$$-$$$,2,-1760.0,179
1758,Dhaba Indian Street Food,3.5,1757.0,"------16,",--$$-$$$,17,"55.72161,12.5297",5752.0,3.0,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Frederiksborgvej 169, København 2400 Danmark",3.0,3.0,,$$-$$$,2,-1757.0,180
1745,Café A,3.5,1755.0,"------16,",--$$$$$$,4,"55.66433,12.62266",2974.0,,,"Strandlodsvej 35, København 2300 Danmark",,,,$$$$$$,99,-1755.0,181
1768,Mae Pen,3.5,1746.0,------16,---,9,"55.67009,12.53924",3025.0,,Thai,"Vesterbrogade 143, København 1620 Danmark",,,,$$$$$$,99,-1746.0,182
1728,Front bistro & bar,3.5,1741.0,------16148.-349.,--$$-$$$------,4,"55.681328,12.593356",594.0,,Europæisk,"Sankt Annæ Plads 21, København 1250 Danmark",,,,$$-$$$,2,-1741.0,183
1722,Fu Wa Restaurant,3.5,1738.0,"------16,",--$$-$$$------,22,"55.68854,12.54197",2813.0,2.0,Asiatisk,"Jagtvej 7, København 2200 Danmark",3.5,4.0,2.5,$$-$$$,2,-1738.0,184
1721,Joe & The Juice,3.5,1737.0,,--$$$$$$,4,"55.67247,12.59167",957.0,,,"Torvegade 45, København 1400 Danmark",,,,$$$$$$,99,-1737.0,185
1730,Motley,3.5,1735.0,------1627.-248.,--$$-$$$------,7,"55.692093,12.567083",1722.0,,Dansk,"Ryesgade 30B, København 2200 Danmark",,,,$$-$$$,2,-1735.0,186
1710,Islands Brygge 21,3.5,1730.0,,--$$-$$$,12,"55.66699,12.57725",1508.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Islands Brygge 21, København 2300 Danmark",,,,$$-$$$,2,-1730.0,187
1698,La Foretta,3.5,1689.0,------16,---,6,"55.66983,12.5555",2123.0,,Italiensk,"Istedgade, København Danmark",,,,$$$$$$,99,-1689.0,188
1706,Kafe Krone,3.5,1686.0,------16,--$$-$$$,7,"55.68495,12.59555",902.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Toldbodgade 55, København 1253 Danmark",,,,$$-$$$,2,-1686.0,189
1699,Café Phønix,3.5,1683.0,"------16,",--$$-$$$------,48,"55.68246,12.574007",695.0,3.5,Dansk,"Kultorvet 11 Phoenix Café & Restaurant, København 1175 Danmark",3.5,3.5,,$$-$$$,2,-1683.0,190
1660,No. 31 - Wine & Food,3.5,1682.0,------1687.-248.,--$$-$$$---,9,"55.685127,12.567826",1175.0,,Bar,"Frederiksborggade 31, København 1360 Danmark",,,,$$-$$$,2,-1682.0,191
1672,The Pizza Bro,3.5,1680.0,------16,---,5,"55.6665,12.58053",1516.0,,Italiensk,"Njalsgade 19D, København 2300 Danmark",,,,$$$$$$,99,-1680.0,192
1652,Café Kongedybet,3.5,1679.0,"------16,",---,15,"55.66333,12.597521",2031.0,,Dansk,"Kongedybet 28, København 2300 Danmark",,,,$$$$$$,99,-1679.0,193
1658,Restaurant Element,3.5,1677.0,,--$$$$$$,6,"55.64348,12.54486",4749.0,,,"Molestien 11, København 2450 Danmark",,,,$$$$$$,99,-1677.0,194
1677,Sauvage,3.5,1676.0,,--$$$$$$,5,"55.67649,12.5763",628.0,,,"Nybrogade 14, København 1203 Danmark",,,,$$$$$$,99,-1676.0,195
1661,Chicks by Chicks,3.5,1673.0,"------16,",--$$-$$$---,10,"55.67288,12.55895",1768.0,,Dansk,"Vesterbrogade 3 Tivoli Food Hall, København Danmark",,,,$$-$$$,2,-1673.0,196
1678,Burgers King,3.5,1669.0,------16,---,5,"55.67502,12.580593",596.0,,Fastfood,"Hmshost Cph Airport, København Danmark",,,,$$$$$$,99,-1669.0,197
1670,Café A,3.5,1666.0,------16,--$$-$$$---,10,"55.66579,12.59776",1792.0,,Café,"Amager Centret, København Danmark",,,,$$-$$$,2,-1666.0,198
1650,Gastronomia Italiana,3.5,1661.0,"------16,",------,13,"55.68138,12.54938",2188.0,3.5,Italiensk,"H.C. Ørsteds Vej 48 B, København Danmark",4.0,4.0,,$$$$$$,99,-1661.0,199
1675,MyPoké Nørrebro,3.5,1659.0,------1620.-121.,--$$-$$$------,5,"55.69002,12.55845",1962.0,,Hawaiiansk,"Birkegade 2, København 2200 Danmark",,,,$$-$$$,2,-1659.0,200
1644,Restaurant Sahara,3.5,1651.0,------16,--$,11,"55.70858,12.54901",3870.0,3.5,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a></div>","Vingelodden 1a, København 2200 Danmark",4.0,3.5,,$,1,-1651.0,201
1622,Fidel's,3.5,1649.0,"------16,",--$$-$$$,13,"55.683514,12.587643",449.0,,Bar,"Dronningens Tvaergade 9, København 1302 Danmark",,,,$$-$$$,2,-1649.0,202
1638,Restaurant Maharaja - Frederiksberg,3.5,1647.0,------16,--$$-$$$---,18,"55.67437,12.54993",2237.0,4.0,Indisk,"Gammel Kongevej 86 C, København 1850 Danmark",3.0,3.0,,$$-$$$,2,-1647.0,203
1626,Dondon,3.5,1643.0,------16,---,9,"55.68524,12.56832",1154.0,3.5,Japansk,"Noerre Farimagsgade 63, København 1364 Danmark",4.5,4.0,,$$$$$$,99,-1643.0,204
1625,Magasasa Vesterbrogade,3.5,1638.0,------16,--$$-$$$---,14,"55.67253,12.556818",1905.0,3.0,Kinesisk,"Vesterbrogade 39, København 1630 Danmark",3.0,3.5,,$$-$$$,2,-1638.0,205
1630,Fedtekaelderen,3.5,1633.0,"------16,",---,8,"55.67048,12.58811",1084.0,,Dansk,"Ovengaden oven Vandet 6A, København 1415 K Danmark",,,,$$$$$$,99,-1633.0,206
1643,August B,3.5,1628.0,,--$$-$$$,13,"55.67502,12.580593",596.0,3.5,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Postboks 2185 Royal Danish Threater, København 1017 Danmark",3.5,3.5,,$$-$$$,2,-1628.0,207
1627,Tigermom,3.5,1627.0,------16,--$$-$$$,24,"55.69204,12.56675",1730.0,3.5,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Ryesgade 25, København 2200 Danmark",3.0,3.5,,$$-$$$,2,-1627.0,208
1636,SuSu Sushi og Nikkei Restaurant,3.5,1626.0,"------16,,,",--$$-$$$---------,25,"55.6911,12.556362",2138.0,4.0,Japansk,"Moellegade 13, København 2200 Danmark",4.0,3.5,,$$-$$$,2,-1626.0,209
1618,"Burger Shack, Carlsberg Byen",3.5,1619.0,------16,--$---,7,"55.66351,12.53725",3466.0,,Amerikansk,"Tapperitorvet 1, København 1799 Danmark",,,,$,1,-1619.0,210
1613,Ziang Nan,3.5,1617.0,------16,--$$-$$$,13,"55.67332,12.5544",2009.0,4.0,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Bagerstraede 9, København 1617 Danmark",3.5,3.5,,$$-$$$,2,-1617.0,211
1616,The South Indian Valby,3.5,1610.0,------16101.-295.,--$$-$$$------,5,"55.66473,12.512759",4789.0,,Asiatisk,"Valby Torvegade 2 Valby, København 2500 Danmark",,,,$$-$$$,2,-1610.0,212
1612,Eattoday,3.5,1607.0,,--$$-$$$,16,"55.725574,12.579392",5079.0,4.5,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Rosenvaengets Alle 3, København 2100 Danmark",4.5,5.0,,$$-$$$,2,-1607.0,213
1593,Polsevognen ved Norrebro Runddel,3.5,1598.0,"------16,",---,6,"55.69742,12.54417",3171.0,,Dansk,"Nørrebrogade, København 2200 Danmark",,,,$$$$$$,99,-1598.0,214
1619,Coffee Industry,3.5,1594.0,"------16,",--$$$$$$,6,"55.67915,12.58483",100.0,,,"Kongens Nytorv 13 Magasin du Nord, København 1095 Danmark",,,,$$$$$$,99,-1594.0,215
1586,Cafiola,3.5,1584.0,------1613.-148.,--$$-$$$---------,24,"55.681293,12.572619",740.0,4.0,Café,"Fiolstraede 26, København 1171 Danmark",3.5,3.5,,$$-$$$,2,-1584.0,216
1569,Stefanos Mad og Kaffe,3.5,1582.0,"------16,,,",------,7,"55.71011,12.568014",3501.0,,Centraleuropæisk,"Tåsinge Plads, København 2100 Danmark",,,,$$$$$$,99,-1582.0,217
1574,The Organic LAB,3.5,1581.0,------16101.-503.,--$$-$$$---,11,"55.68169,12.585457",206.0,3.5,Dansk,"Store Kongensgade 6, København 1246 Danmark",3.0,4.0,,$$-$$$,2,-1581.0,218
1564,Tex Mex,3.5,1579.0,------16,--$---,6,"55.661858,12.561272",2475.0,,Mexicansk,"Kalvebod Brygge 59 Fisketorvet Sydhavn, København Danmark",,,,$,1,-1579.0,219
1570,Tandoori Masala,3.5,1575.0,"------16,",--$$-$$$------,25,"55.67891,12.56839",998.0,4.0,Asiatisk,"Skt. Peders Straede 35, København 1453 Danmark",3.5,3.0,,$$-$$$,2,-1575.0,220
1561,Lagkagehuset,3.5,1573.0,,--$,8,"55.68818,12.56342",1590.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a></div>","Sortedam Dossering 9, København 2200 Danmark",,,,$,1,-1573.0,221
1577,Shabaz Kaffebar & Køkken,3.5,1572.0,------1620.-67.,--$------,6,"55.70699,12.586334",3007.0,,Europæisk,"Strandboulevarden 98, København 2100 Danmark",,,,$,1,-1572.0,222
1583,Iki Sushi Vesterbro,3.5,1569.0,------16463.-1.469.,--$$-$$$---------,8,"55.671062,12.543853",2716.0,,Asiatisk,"Vesterbrogade 113, København 1620 Danmark",,,,$$-$$$,2,-1569.0,223
1580,Olivaceous,3.5,1566.0,------16,---,7,"55.687737,12.492645",5803.0,,Middelhavsområdet,"Kronen Vanloese Torv 1 Vanløse, København 2720 Danmark",,,,$$$$$$,99,-1566.0,224
1533,Pasha Kebab,3.5,1557.0,------16,--$---,21,"55.66781,12.54464",2825.0,3.5,Mellemøstlig,"Enghavevej 57, København 1674 Danmark",4.0,4.0,,$,1,-1557.0,225
1534,Bindia,3.5,1554.0,------16,--$$-$$$,14,"55.67691,12.53924",2839.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Gammel Kongevej 141 Frederiksberg, København 1850 Danmark",,,,$$-$$$,2,-1554.0,226
1558,TATA - Cocktailbar,3.5,1544.0,------16335.-13.411.,--$$$$,6,"55.67843,12.58756",272.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=8"">$$$$</a></div>","Tordenskjoldsgade 15, København 1055 Danmark",,,,$$$$,3,-1544.0,227
1540,Calories,3.5,1541.0,"------16,",--$$$$$$,10,"55.64685,12.54981",4268.0,,,"Sluseholmen 38, København 2450 Danmark",,,,$$$$$$,99,-1541.0,228
1527,Rock Bar Royal,3.5,1521.0,"------16,",--$$-$$$,19,"55.67465,12.56565",1305.0,3.0,Bar,"Vesterbrogade 3, København 1630 Danmark",2.5,3.0,,$$-$$$,2,-1521.0,229
1509,Riccos Kaffebar,3.5,1519.0,,--$$-$$$,13,"55.706776,12.586251",2983.0,3.5,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Strandboulevarden 98, København 2100 Danmark",4.0,4.0,,$$-$$$,2,-1519.0,230
1513,Frankies Pizza Nørrebro,3.5,1516.0,------16,--$$-$$$,15,"55.68789,12.56295",1596.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Sortedam Dossering 5, København 2200 Danmark",,,,$$-$$$,2,-1516.0,231
1488,Juicy Burger,3.5,1496.0,,--$,12,"55.67641,12.56369",1345.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a></div>","Axeltorv 9, København 1609 Danmark",,,,$,1,-1496.0,232
1484,Tony's Østerbro,3.5,1494.0,,--$$-$$$,9,"55.70409,12.5772",2717.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Østerbrogade 79, København 2100 Danmark",,,,$$-$$$,2,-1494.0,233
1477,Bacino,3.5,1490.0,"------16,,",------,25,"55.67797,12.59213",546.0,3.5,Dansk,"Havnegade 44, København 1058 Danmark",3.0,3.5,4.0,$$$$$$,99,-1490.0,234
1481,LETZ SUSHI NORDHAVN,3.5,1488.0,------16127.-302.,--$$-$$$------,14,"55.706528,12.595757",3040.0,,Asiatisk,"Bordeauxgade 2, København 2150 Danmark",,,,$$-$$$,2,-1488.0,235
1491,Cavallino Pizzeria,3.5,1487.0,------16,--$$-$$$---,11,"55.66985,12.49099",5951.0,4.0,Italiensk,"Valby Langgade 199 Pizzeria, København 2500 Danmark",,4.5,,$$-$$$,2,-1487.0,236
1480,Tapas Amor,3.5,1484.0,------16,---,11,"55.671047,12.546819",2545.0,3.5,Spansk,"Vesterbrogade West Market, København Danmark",4.0,3.5,,$$$$$$,99,-1484.0,237
1476,Centrum Smorrebrod,3.5,1483.0,------16,--$,18,"55.674328,12.562647",1490.0,3.5,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a></div>","Vesterbrogade 6 C, 1620 Kbh. V, København Danmark",3.0,3.0,,$,1,-1483.0,238
1470,Dong Yuan,3.5,1481.0,------16168.-671.,--$$-$$$------,86,"55.678406,12.589754",390.0,3.0,Asiatisk,"Holbergsgade 17, København 1057 Danmark",3.5,3.5,3.0,$$-$$$,2,-1481.0,239
1475,Snapstinget,3.5,1479.0,,--$$-$$$,14,"55.67563,12.58177",507.0,4.0,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Christiansborg Slot 1, København 1218 Danmark",3.5,4.0,,$$-$$$,2,-1479.0,240
1457,La Piazza,3.5,1474.0,,--$$$$$$,12,"55.705982,12.575569",2942.0,,,"Østerfælled Torv 35C, København Danmark",,,,$$$$$$,99,-1474.0,241
1442,O's American Breakfast & Barbeque,3.5,1472.0,"------16,",--$$-$$$------,36,"55.69021,12.57479",1281.0,4.0,Café,"Oester Farimagsgade 27, København 2100 Danmark",3.5,3.5,,$$-$$$,2,-1472.0,242
1461,Danhostel Copenhagen City,3.5,1471.0,------16,--$$$$$$,16,"55.67105,12.57656",1102.0,,,"H.C. Andersens Boul 50, København 1553 Danmark",,,,$$$$$$,99,-1471.0,243
1456,Restaurant von Plessen,3.5,1467.0,------16,--$$$$$$,14,"55.68289,12.58887",437.0,4.5,,"Bredgade 37, København 1260 Danmark",4.0,5.0,,$$$$$$,99,-1467.0,244
1465,Cock’s & Cows Tivoli,3.5,1452.0,,--$$$$$$,10,"55.67465,12.56565",1305.0,,,"Vesterbrogade 3, København 1630 Danmark",,,,$$$$$$,99,-1452.0,245
1437,BobbaBella,3.5,1433.0,------16,--$$-$$$,26,"55.67465,12.56565",1305.0,3.5,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Vesterbrogade 3 Tivoli Food Hall, København Danmark",4.0,4.0,,$$-$$$,2,-1433.0,246
1426,Den gyldne Okse,3.5,1422.0,------16101.-134.,--$$-$$$---,40,"55.68952,12.48936",6038.0,4.0,Dansk,"Dronninglundvej 10 Vanløse, København 2720 Danmark",3.5,3.5,4.0,$$-$$$,2,-1422.0,247
