,Restaurant,Postal code,Pizza,Sushi,Fisk og skaldyr,Thai,Café,Italiensk,Indisk,Mexikansk,Steakhouse
2141,Vintage Coffee, 2000 ,False,False,False,False,True,False,False,False,False
2142,Pub 53, 2000 ,False,False,False,False,False,False,False,False,False
2143,Vores Marked, 2000 ,False,False,False,False,False,False,False,False,False
2144,Vinbodegaen Frederiksberg, 2000 ,False,False,False,False,False,False,False,False,False
2145,Selma, 1362 ,False,False,False,False,False,False,False,False,False
2146,Nostos, 1866 ,False,False,False,False,False,False,False,False,False
2147,Frederiksberg Ismejeri, 2000 ,False,False,False,False,False,False,False,False,False
2148,Alchemist, 1432 ,False,False,False,False,False,False,False,False,False
2149,Sansab, 2000 ,False,False,False,False,False,False,False,False,False
2150,Coffee No24, 2000 ,False,False,False,False,True,False,False,False,False
2151,Terra Restaurant and Cocktail bar, 2100 ,False,False,False,False,False,True,False,False,False
2152,Lolly, 1466 ,False,False,False,True,False,False,False,False,False
2153,Wafu Ramen, 2000 ,False,False,False,False,False,False,False,False,False
2154,Cafe Delight - Frokost Cafe, 2000 ,False,False,False,False,True,False,False,False,False
2155,Sushi Stop, 1800 ,False,True,False,False,False,False,False,False,False
2156,Jurfood, 2300 ,False,False,False,False,True,False,False,False,False
2157,Punk Royale, 1302 ,False,False,False,False,False,False,False,False,False
2158,Le Gourmand, 1819 ,False,False,False,False,False,False,False,False,False
2159,Quattro Fontane Due, 2000 ,False,False,False,False,False,False,False,False,False
2160,Min Thai Takeaway, 2000 ,False,False,False,True,False,False,False,False,False
2161,Henckell, 1850 ,False,False,False,False,True,False,False,False,False
2162,Hey Darling, 2100 ,False,False,False,False,False,False,False,False,False
2163,Satang Thai Bistro, 1960 ,False,False,False,False,False,False,False,False,False
2164,Pizzicato, 1850 ,True,False,False,False,False,True,False,False,False
2165,Pizzeria Mamemi & Wine Bar, 1668 ,True,False,False,False,False,True,False,False,False
2166,The Pescatarian, 1256 ,False,False,True,False,False,False,False,False,False
2167,Zahida at Kellerdirk, 1820 ,False,False,False,False,False,False,True,False,False
2168,Søllerød Kro, 2840 ,False,False,False,False,False,False,False,False,False
2169,The Olive Kitchen & Bar, 1165 ,False,False,False,False,False,False,False,False,False
2170,Restaurant Krebsegaarden, 1455 ,False,False,False,False,False,False,False,False,False
2171,Grams Lækkerier, 1700 ,False,False,False,False,True,False,False,False,False
2172,Osteria 16, 2200 ,False,False,False,False,False,False,False,False,False
2173,Esperia Pizza, 2400 ,True,False,False,False,False,False,False,False,False
2174,Storm B Café, 2400 ,False,False,False,False,True,False,False,False,False
2175,Vivaldi Pizzabar, 2400 ,True,False,False,False,False,False,False,False,False
2176,Bronshoj Bistro, 2700 ,False,False,False,False,False,False,False,False,False
2177,Golden Pizza, 2400 ,True,False,False,False,False,False,False,False,False
2178,Middelgrundsfortet,,False,False,False,False,False,False,False,False,False
2179,Spiseloppen, 1407 ,False,False,False,False,False,False,False,False,False
2180,Square Burger, 1440 ,False,False,False,False,False,False,False,False,False
2181,Fat Toast, 1107 ,False,False,False,False,True,False,False,False,False
2182,Bentzons Pizzaria, 2000 ,False,False,False,False,False,True,False,False,False
2183,Cafe Toasty, ,False,False,False,False,False,False,False,False,False
2184,233 Sportsbar & Restaurant, 2400 ,False,False,False,False,False,False,False,False,False
2185,Spicy Indian, 2720 ,False,False,False,False,False,False,False,False,False
2186,Jørn Pedersen, 2000 ,False,False,False,False,False,False,False,False,False
2187,Ninova Pizza & Pasta, 2000 ,True,False,False,False,False,True,False,False,False
2188,Zi Sushi, 1958 ,False,False,False,False,False,False,False,False,False
2189,Spiseriet, 2000 ,False,False,False,False,False,False,False,False,False
2190,Joe & The Juice, 2000 ,False,False,False,False,False,False,False,False,False
2191,Cafe Gologolo, 2000 ,False,False,False,False,False,False,False,False,False
2192,Little Birds, 2000 ,False,False,False,False,True,False,False,False,False
2193,Green Room Restaurant & Bar, 2000 ,False,False,False,False,False,False,False,False,False
2194,Pizza 13, 2000 ,True,False,False,False,False,False,False,False,False
2195,Amigo Pizza & Grill, 2000 ,True,False,False,False,False,True,False,False,False
2196,Kebab Amigo, ,True,False,False,False,False,False,False,False,False
2197,Esperia Pizzabar 2000, 2000 ,True,False,False,False,False,False,False,False,False
2198,Coffee & bagel house, 2000 ,False,False,False,False,False,False,False,False,False
2199,Wok92, 2920 ,False,False,False,True,False,False,False,False,False
2200,Sasula, 2100 ,False,False,False,False,True,False,False,False,False
2201,Mo's Pizza, 2100 ,False,False,False,False,False,False,False,False,False
2202,My Sushi, 2100 ,False,True,False,False,False,False,False,False,False
2203,Froogi, 2500 ,False,False,False,False,False,False,False,False,False
2204,Sydhavnens Polsevogn, 2450 ,False,False,False,False,False,False,False,False,False
2205,Desi Corner, 2450 ,False,False,False,False,False,True,True,False,False
2206,Sydvest Bodega, 2450 ,False,False,False,False,False,False,False,False,False
2207,Mozarts Bodega, 2450 ,False,False,False,False,False,False,False,False,False
2208,Café Garagen, ,False,False,False,False,True,False,False,False,False
2209,Rebel Food, 2100 ,False,False,False,False,False,False,False,False,False
2210,Caesars Køkken (Caesars Kitchen), 2100 ,False,False,False,False,False,True,False,False,False
2211,Espresso House, 2100 ,False,False,False,False,False,False,False,False,False
2212,Rosetta, ,True,False,False,False,False,False,False,False,False
2213,Pilegarden, 1112 ,False,False,True,False,False,False,False,False,False
2214,Palæo, 1100 ,False,False,False,False,False,False,False,False,False
2215,Cafe Vivaldi - Falkoner Allé,,False,False,False,False,True,False,False,False,False
2216,A Terre, 1055 ,False,False,False,False,False,False,False,False,False
2217,Boulebar Carlsberg Byen, 1799 ,False,False,False,False,False,False,False,False,False
2218,Crepes a la Cart, 1160 ,False,False,False,False,False,False,False,False,False
2219,Izumi Sushi, 2100 ,False,False,False,False,False,False,False,False,False
2220,Jagger, 2100 ,False,False,False,False,False,False,False,False,False
2221,Stefanos Pizzabar, 2100 ,True,False,False,False,True,False,False,False,False
2222,Østerbro Madhus, 2100 ,False,False,False,False,False,True,False,False,False
2223,Thai take away / Ning Mao (Ning's Thai), 2100 ,False,False,False,True,False,False,False,False,False
2224,Figaros Pizza, 2100 ,True,False,False,False,False,False,False,False,False
2225,Evergreens, 1879 ,False,False,False,False,False,False,False,False,False
2226,Tap 21 Craft Beer, 1879 ,False,False,False,False,False,False,False,False,False
2227,Easylunch, 2300 ,False,False,False,False,False,False,False,False,False
2228,Molana, 2300 ,False,False,False,False,False,False,False,False,False
2229,Ganesha, 2300 ,False,False,False,False,False,False,True,False,False
2230,Thapa's Restaurant, 2300 ,False,False,False,False,False,False,False,False,False
2231,Milano Pizzabar, 2300 ,True,False,False,False,False,False,False,False,False
2232,Restaurant Shish, 2300 ,False,False,False,False,False,False,False,False,False
2233,La sorpresa, 2300 ,False,False,False,False,False,True,False,False,False
2234,Bindia, 2300 ,False,False,False,False,False,False,True,False,False
2235,King Chicken, 2300 ,False,False,False,False,False,False,False,False,False
2236,Cafe Plus, 1360 ,False,False,False,False,True,False,False,False,False
2237,Teteria, 1663 ,False,False,False,False,True,False,False,False,False
2238,El Barrio, 1711 ,False,False,False,False,False,False,False,False,False
2239,Skelbaekgade 42, 1717 ,False,False,False,False,False,True,False,False,False
2240,1001 Nat Pizza, 1650 ,False,False,False,False,False,False,False,False,False
2241,Small Three Gorges Restaurant, 1361 ,False,False,False,False,False,False,False,False,False
2242,F'eta Kai Eli'es, 1362 ,False,False,False,False,False,False,False,False,False
2243,Sushi Style, 2100 ,False,True,False,False,False,False,False,False,False
2244,Kong Pizza, 2200 ,True,False,False,False,False,False,False,False,False
2245,lily's Valhalla, 2200 ,False,False,False,False,False,False,False,False,False
2246,Jakobsens Pita, 2200 ,False,False,False,False,False,False,False,False,False
2247,Lily’s, 2200 ,False,False,False,False,False,False,False,False,False
2248,Cafe N, 2200 ,False,False,False,False,False,False,False,False,False
2249,Den Grønne Bønne, 2200 ,False,False,False,False,False,False,False,False,False
2250,Dido Durum House, 2200 ,False,False,False,False,False,False,False,False,False
2251,Vinskabet, 2200 ,False,False,False,False,False,False,False,False,False
2252,Curry House, 2200 ,False,False,False,False,False,False,True,False,False
2253,Ristobar, 2200 ,False,False,False,False,False,False,False,False,False
2254,Batin, 2200 ,False,False,False,False,False,False,False,False,False
2255,Cupenhague, 2200 ,False,False,False,False,False,False,False,False,False
2256,Adria Pizza Kastrupvej, 2300 ,True,False,False,False,False,False,False,False,False
2257,Esperia, 2300 ,True,False,False,False,False,True,False,False,False
2258,13z Cafe & Studio, 2300 ,False,False,False,False,True,False,False,False,False
2259,Mr. Bagel, ,False,False,False,False,False,False,False,False,False
2260,Cafe Juicy, 1850 ,False,False,False,False,False,False,False,False,False
2261,Barock,,False,False,False,False,False,False,False,False,False
2262,Social Foodies, 1577 ,False,False,False,False,False,False,False,False,False
2263,Pasta du Nord, 2000 ,False,False,False,False,False,False,False,False,False
2264,Joe & The Juice, 1620 ,False,False,False,False,False,False,False,False,False
2265,Glamourpuss, ,False,False,False,False,True,False,False,False,False
2266,Venligbo, 1674 ,False,False,False,False,False,False,False,False,False
2267,Bereket Pizzeria, 1620 ,True,False,False,False,False,False,False,False,False
2268,Latitude Cafe, ,False,False,False,False,False,False,False,False,False
2269,Natcafeen, 1123 ,False,False,False,False,False,False,False,False,False
2270,Jitzu, 1105 ,False,True,False,False,False,False,False,False,False
2271,SunShake, 1165 ,False,False,False,False,False,False,False,False,False
2272,Fonden Wonderful, ,False,False,False,False,False,False,False,False,False
2273,Blasen, 1165 ,False,False,False,False,False,False,False,False,False
2274,Nummer Fem CPH, 1154 ,False,False,False,False,True,True,False,False,False
2275,Mimos Fresh Bite, 1173 ,False,False,False,False,False,False,False,False,False
2276,Mr Pizza, 1209 ,False,False,False,False,True,True,False,False,False
2277,The American Pie Company, 1620 ,False,False,False,False,False,False,False,False,False
2278,Pauseriet, 1900 ,False,False,False,False,True,False,False,False,False
2279,Lille Istanbul, 1454 ,True,False,False,False,False,False,False,False,False
2280,PizzaTime 2, ,True,False,False,False,False,True,False,False,False
2281,Couloir - No.35, 2200 ,False,False,False,False,False,False,False,False,False
2282,Poporoya, 2200 ,False,False,False,False,False,False,False,False,False
2283,Friheden, 2200 ,False,False,False,False,False,False,False,False,False
2284,Norrested, 2200 ,False,False,False,False,False,False,False,False,False
2285,Sheddy's CPH, 2200 ,False,False,False,False,False,False,False,False,False
2286,Zula Restaurant, 2200 ,False,False,False,False,False,False,False,False,False
2287,Shabaz - Kaffebar & Køkken, 1870 ,False,False,False,False,False,False,False,False,False
2288,Alanya By Night, 2400 ,True,False,False,False,False,False,False,False,False
2289,Coffee Bean.dk, 1455 ,False,False,False,False,True,False,False,False,False
2290,Den Persiske Kat, 1454 ,False,False,False,False,False,False,False,False,False
2291,Amager Pizza Palace, 2300 ,True,False,False,False,False,False,False,False,False
2292,Gasoline Grill, 1799 ,False,False,False,False,False,False,False,False,False
2293,Istanbul Grill, 1051 ,False,False,False,False,False,False,False,False,False
2294,Ahoy Bar, ,False,False,False,False,False,False,False,False,False
2295,Ilimo, ,False,False,False,False,False,True,False,False,False
2296,Hovedindgangen, 1630 ,False,False,False,False,False,False,False,False,False
2297,Cafe' PhoneDoktor, 1360 ,False,False,False,False,True,False,False,False,False
2298,Made Restaurant & Cocktails, ,False,False,False,False,False,False,False,False,False
2299,Intensia, ,False,False,False,False,True,False,False,False,False
2300,Norrlyst, 1208 ,False,False,False,False,False,False,False,False,False
2301,Evoo, 1466 ,False,False,False,False,False,True,False,False,False
2302,LiA Gelato, 1468 ,False,False,False,False,True,True,False,False,False
2303,Cafe Heaven, 1161 ,False,False,False,False,False,False,False,False,False
2304,Shawarma Kebap Palace, 1459 ,False,False,False,False,False,False,False,False,False
2305,McDonald's, 1560 ,False,False,False,False,False,False,False,False,False
2306,Cafe Hannemann, 2300 ,False,False,False,False,False,False,False,False,False
2307,Break, ,False,False,False,False,True,False,False,False,False
2308,Lime, 1608 ,False,False,False,True,False,False,False,False,False
2309,Clausens sandwich og juice, 2100 ,False,False,False,False,False,False,False,False,False
2310,Mooch, 1612 ,False,False,False,False,False,False,False,False,False
2311,Restaurant Kliche, 1264 ,False,False,False,False,False,False,False,False,False
2312,Restaurant Ma, 1117 ,False,False,False,False,False,False,False,False,False
2313,Ciao Italian Quality  Food, 1123 ,False,False,False,False,False,True,False,False,False
2314,The Fat Greek, 1123 ,False,False,False,False,False,False,False,False,False
2315,Café Palmehaven, ,False,False,False,False,False,False,False,False,False
2316,Aladdins Pizzeria & Grillbar, 2300 ,False,False,False,False,False,True,False,False,False
