God pris,Mad,Restaurant,Service,Stemning,Location,Number of reviews,Price class,Main rating,Ranking on list,Price range,Type of food,Address,Type of food link
40,45,Hot Pot Republic,45,,"55.672707,12.551791",85,--$$-$$$---------,"4,5",394,382,Asiatisk,"Vesterbrogade 146 1,8 km from Tivoli Garden; 0,5km from Carlsberg Byen, København 1620 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c11-Copenhagen_Zealand.html"">Kinesisk</a>, <a href=""/Restaurants-g189541-c27-Copenhagen_Zealand.html"">Japansk</a>, <a href=""/Restaurants-g189541-c3-Copenhagen_Zealand.html"">Asiatisk</a></div>"
45,40,Voraz Bar &amp; Café,45,,"55.6772,12.575672",88,--$$-$$$------,"4,5",400,94,Café,"Kompagnistræde 16, København 1208 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, Bar, <a href=""/Restaurants-g189541-c8-Copenhagen_Zealand.html"">Café</a>, <a href=""/Restaurants-g189541-c22-Copenhagen_Zealand.html"">International</a></div>"
40,40,Cafe G,40,35,"55.680023,12.575556",311,--$$-$$$---,"3,5",417,201,Café,"Gråbrødre Torv, Kejsergade 2, København Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c8-Copenhagen_Zealand.html"">Café</a>, Skandinavisk, Dansk</div>"
45,45,Halifax Vesterbrogade,45,,"55.672874,12.551661",75,--$$-$$$------,"4,0",418,NaN,Amerikansk,"Vesterbrogade 72, København 1620 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c2-Copenhagen_Zealand.html"">Amerikansk</a>, <a href=""/Restaurants-g189541-c10646-Copenhagen_Zealand.html"">Fastfood</a>, Spisested</div>"
35,40,Nobu,35,40,"55.67084,12.561297",153,--$$-$$$---------,"4,0",407,2.347,Asiatisk,"Halmtorvet 10, København 1700 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c3-Copenhagen_Zealand.html"">Asiatisk</a>, <a href=""/Restaurants-g189541-c39-Copenhagen_Zealand.html"">Thai</a>, <a href=""/Restaurants-g189541-zfz10665-Copenhagen_Zealand.html"">Vegetarvenlig</a></div>"
40,40,Restaurant Trio,40,,"55.675617,12.565626",131,--$$$$---------,"4,0",389,NaN,Europæisk,"Jernbanegade 11, København 1608 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=8"">$$$$</a>, <a href=""/Restaurants-g189541-c20-Copenhagen_Zealand.html"">Fransk</a>, <a href=""/Restaurants-g189541-c28-Copenhagen_Zealand.html"">Middelhavsområdet</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a></div>"
45,45,Gronsagen,40,,"55.673153,12.600447",40,--$------,"4,5",411,NaN,Skandinavisk,"Badsmandsstraede 43, København 1407 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a>, Skandinavisk, <a href=""/Restaurants-g189541-zfz10665-Copenhagen_Zealand.html"">Vegetarvenlig</a>, <a href=""/Restaurants-g189541-zfz10697-Copenhagen_Zealand.html"">Veganske retter</a></div>"
40,40,Haché Gourmet Burgers,40,35,"55.68463,12.569734",210,--$$-$$$------,"4,0",386,201,Amerikansk,"Romersgade 20, København 1362 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c2-Copenhagen_Zealand.html"">Amerikansk</a>, <a href=""/Restaurants-g189541-zfz10665-Copenhagen_Zealand.html"">Vegetarvenlig</a></div>"
45,45,Ristorante Cafe Leo,45,40,"55.685745,12.584642",105,--$$-$$$---------,"4,5",403,249,Europæisk,"Sølvgade 2 1307 K. Kobenhavn K, København 1307 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a>, <a href=""/Restaurants-g189541-c31-Copenhagen_Zealand.html"">Pizza</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a></div>"
35,35,Gemyse,35,,"55.673637,12.56896",118,--$$-$$$------,"4,0",398,NaN,Dansk,"Vesterbrogade 3, København 1630 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Dansk, <a href=""/Restaurants-g189541-zfz10665-Copenhagen_Zealand.html"">Vegetarvenlig</a></div>"
45,45,Blue Bike Café,45,,"55.686825,12.580847",53,--$---------,"4,5",395,101,Café,"Soelvgade 36, København 1307 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a>, <a href=""/Restaurants-g189541-c8-Copenhagen_Zealand.html"">Café</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, <a href=""/Restaurants-g189541-zfz10697-Copenhagen_Zealand.html"">Veganske retter</a></div>"
40,40,20 a,40,,"55.68937,12.562975",85,--$$-$$$---,"4,0",397,NaN,Dansk,"Ravnsborggade 20a, København 2200 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Skandinavisk, Dansk</div>"
40,40,Ravnsborg Vinbar,45,,"55.689247,12.562842",73,--$$-$$$---,"4,0",406,148,Europæisk,"Ravnsborggade 19, København 2200 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Vinstue</div>"
35,40,Hard Rock Cafe København,40,35,"55.676502,12.569007",1260,--$$-$$$---,"3,5",425,262,Amerikansk,"Radhuspladsen 45-47 Copenhagen V., København 1550 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c2-Copenhagen_Zealand.html"">Amerikansk</a>, Bar, Mellemamerikansk</div>"
40,45,Duck It,40,,"55.67955,12.598218",52,--$---,"4,5",410,148,Fastfood,"Trangravsvej 14, København 1436 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a>, <a href=""/Restaurants-g189541-c10646-Copenhagen_Zealand.html"">Fastfood</a></div>"
50,45,Da Aldo Pizzeria,45,,"55.68458,12.566907",32,--$$$$------,"4,5",445,74,Italiensk,"Vendersgade 16, København 1363 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=8"">$$$$</a>, <a href=""/Restaurants-g189541-c31-Copenhagen_Zealand.html"">Pizza</a>, <a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a></div>"
35,40,Gorm's Nyhavn,35,40,"55.679874,12.590111",308,--$$-$$$---------,"3,5",436,302,Europæisk,"Nyhavn 14, København 1051 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a>, <a href=""/Restaurants-g189541-c31-Copenhagen_Zealand.html"">Pizza</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a></div>"
40,40,Grillen Christianshavn,40,,"55.67167,12.591255",100,--$$-$$$------,"4,0",421,NaN,Amerikansk,"Dronningensgade 42, København 1420 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c2-Copenhagen_Zealand.html"">Amerikansk</a>, Bar, <a href=""/Restaurants-g189541-c10646-Copenhagen_Zealand.html"">Fastfood</a></div>"
35,40,Tapas Huset,35,,"55.676216,12.566183",376,--$$-$$$---------,"3,5",427,248,Europæisk,"Jernbanegade 4 Radhuspladsen, København 1608 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c28-Copenhagen_Zealand.html"">Middelhavsområdet</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, <a href=""/Restaurants-g189541-c36-Copenhagen_Zealand.html"">Spansk</a></div>"
40,40,Cafe Kitchenette,40,50,"55.681324,12.549269",149,--$$-$$$------,"4,0",24,NaN,Café,"HC Ørstedsvej 46, Frederiksberg, København 1879 Danmark","<div class=""header_links""><a href=""/Restaurants-g806262-Frederiksberg_Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g806262-c8-Frederiksberg_Copenhagen_Zealand.html"">Café</a>, <a href=""/Restaurants-g806262-c18-Frederiksberg_Copenhagen_Zealand.html"">Europæisk</a>, Skandinavisk</div>"
45,45,Harrys Place,40,,"55.69981,12.536436",44,--$---,"4,5",440,NaN,Dansk,"Nordre Fasanvej 269, København 2200 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a>, <a href=""/Restaurants-g189541-c10646-Copenhagen_Zealand.html"">Fastfood</a>, Skandinavisk, Dansk</div>"
45,50,Pizzicato,45,,"55.675213,12.547089",43,--$---------,"5,0",25,NaN,Fastfood,"Gammel Kongevej 101, Frederiksberg, København 1850 Danmark","<div class=""header_links""><a href=""/Restaurants-g806262-Frederiksberg_Copenhagen_Zealand.html?pid=1"">$</a>, <a href=""/Restaurants-g806262-c26-Frederiksberg_Copenhagen_Zealand.html"">Italiensk</a>, <a href=""/Restaurants-g806262-c31-Frederiksberg_Copenhagen_Zealand.html"">Pizza</a>, <a href=""/Restaurants-g806262-c10646-Frederiksberg_Copenhagen_Zealand.html"">Fastfood</a></div>"
45,45,Chicky Grill-Bar,40,35,"55.669067,12.558372",70,--$---,"4,0",434,101,Europæisk,"Halmtorvet 21, København Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Spisested, Skandinavisk</div>"
40,35,Ankara,35,30,"55.672768,12.557859",312,--$---------,"3,5",439,NaN,Mellemøstlig,"Vesterbrogade 35, København 1620 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a>, <a href=""/Restaurants-g189541-c10663-Copenhagen_Zealand.html"">Tyrkisk</a>, <a href=""/Restaurants-g189541-c30-Copenhagen_Zealand.html"">Mellemøstlig</a>, <a href=""/Restaurants-g189541-zfz10665-Copenhagen_Zealand.html"">Vegetarvenlig</a></div>"
35,40,The Italian,35,35,"55.677307,12.567539",461,--$$-$$$---------,"3,5",420,NaN,Italiensk,"Vester Voldgade 25 1552 Kobenhavn V, København Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a>, <a href=""/Restaurants-g189541-c31-Copenhagen_Zealand.html"">Pizza</a>, <a href=""/Restaurants-g189541-zfz10665-Copenhagen_Zealand.html"">Vegetarvenlig</a></div>"
45,45,Selfish Take Away,40,40,"55.689423,12.557978",71,--$$-$$$---------,"4,5",447,208,Fisk og skaldyr,"Elmegade 4, København Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c27-Copenhagen_Zealand.html"">Japansk</a>, <a href=""/Restaurants-g189541-c33-Copenhagen_Zealand.html"">Fisk og skaldyr</a>, <a href=""/Restaurants-g189541-c38-Copenhagen_Zealand.html"">Sushi</a></div>"
45,45,Pizza Time,40,,"55.681324,12.584601",67,--$---------,"4,5",422,NaN,Europæisk,"Gothersgade 7, København 1264 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a>, <a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a>, <a href=""/Restaurants-g189541-c31-Copenhagen_Zealand.html"">Pizza</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a></div>"
40,45,Balthazar Champagne Bar,45,45,"55.680656,12.583381",112,--$$$$,"4,5",428,NaN,Vinstue,"Ny Østergade 6, København Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=8"">$$$$</a>, Vinstue</div>"
40,40,lalala,40,,"55.67657,12.59515",116,--$$-$$$------,"4,0",444,275,Europæisk,"Strandgade 98 1401 Kobenhavn K, København 1401 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c20-Copenhagen_Zealand.html"">Fransk</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a></div>"
40,45,Hanzo,40,40,"55.67384,12.55015",118,--$$-$$$---------,"4,0",426,NaN,Asiatisk,"Værnedamsvej 14, København 2200 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c27-Copenhagen_Zealand.html"">Japansk</a>, <a href=""/Restaurants-g189541-c3-Copenhagen_Zealand.html"">Asiatisk</a>, <a href=""/Restaurants-g189541-zfz10992-Copenhagen_Zealand.html"">Glutenfri retter</a></div>"
35,40,Restaurant Frascati,35,35,"55.673832,12.562451",699,--$$-$$$---------,"3,5",450,NaN,Europæisk,"Vesterbrogade 9, København 1620 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a>, <a href=""/Restaurants-g189541-c31-Copenhagen_Zealand.html"">Pizza</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a></div>"
45,45,Pizza Huset,45,,"55.6818,12.58336",43,--$---------,"4,5",441,483,Fastfood,"Gothersgade 21, København 1123 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a>, <a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a>, <a href=""/Restaurants-g189541-c31-Copenhagen_Zealand.html"">Pizza</a>, <a href=""/Restaurants-g189541-c10646-Copenhagen_Zealand.html"">Fastfood</a></div>"
40,45,FAMO Metro,40,40,"55.695793,12.579769",122,--$$-$$$------,"4,0",424,NaN,Europæisk,"Oster Sogade 114, København 2100 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a></div>"
35,40,Boston Grill Mayfair,45,,"55.67277,12.561554",88,--$$-$$$------,"4,0",433,597,Amerikansk,"6-8 Colbjørnsensgade 1652 Kobenhavn V, København 1652 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c2-Copenhagen_Zealand.html"">Amerikansk</a>, <a href=""/Restaurants-g189541-c37-Copenhagen_Zealand.html"">Steakhouse</a>, Bar</div>"
50,50,Isoteket,50,,"55.70505,12.580834",26,--$---------,"5,0",442,40,Europæisk,"Bopa Plads, København 2100 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a>, <a href=""/Restaurants-g189541-c22-Copenhagen_Zealand.html"">International</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, <a href=""/Restaurants-g189541-c10686-Copenhagen_Zealand.html"">Gademad</a></div>"
35,35,The Dubliner,35,40,"55.67876,12.579142",400,--$$-$$$------,"3,5",449,NaN,Bar,"Amagertorv 5, København 1160 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c25-Copenhagen_Zealand.html"">Irsk</a>, Bar, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a></div>"
35,40,Alabama Social,40,,"55.687775,12.5631",188,--$$-$$$---------,"4,0",446,NaN,Amerikansk,"Sortedam Dossering 3, København 2200 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c2-Copenhagen_Zealand.html"">Amerikansk</a>, <a href=""/Restaurants-g189541-c9-Copenhagen_Zealand.html"">Cajun og kreolsk</a>, <a href=""/Restaurants-g189541-zfz10992-Copenhagen_Zealand.html"">Glutenfri retter</a></div>"
40,35,Astor Deep Pan Pizza,40,35,"55.67383,12.563245",423,--$---------,"3,5",432,NaN,Fastfood,"Vesterbrogade 7, København 1620 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a>, <a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a>, <a href=""/Restaurants-g189541-c31-Copenhagen_Zealand.html"">Pizza</a>, <a href=""/Restaurants-g189541-c10646-Copenhagen_Zealand.html"">Fastfood</a></div>"
45,45,Noho,45,,"55.667652,12.558191",40,--$$-$$$---------,"4,5",423,376,Amerikansk,"Flaesketorvet 28, København 1711 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c2-Copenhagen_Zealand.html"">Amerikansk</a>, <a href=""/Restaurants-g189541-c22-Copenhagen_Zealand.html"">International</a>, <a href=""/Restaurants-g189541-c3-Copenhagen_Zealand.html"">Asiatisk</a></div>"
,,Krystal Sandwich,,,"55.681225,12.574304",28,--$------,"5,0",438,60,Dansk,"Krystalgade 5, København 1172 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Dansk, <a href=""/Restaurants-g189541-zfz10665-Copenhagen_Zealand.html"">Vegetarvenlig</a></div>"
40,45,Restaurant Mes,40,,"55.67882,12.56606",117,--$$-$$$---,"4,0",448,NaN,Dansk,"Jarmers Plads 1, København 1551 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, Skandinavisk, Dansk, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a></div>"
40,40,Teaterkaelderen,45,45,"55.67315,12.555283",90,--$$-$$$------,"4,0",429,671,Dansk,"1610 Koebenhavn V Gammel Kongevej 29, København 1610 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Dansk, <a href=""/Restaurants-g189541-zfz10665-Copenhagen_Zealand.html"">Vegetarvenlig</a></div>"
40,35,Samos,40,35,"55.679417,12.574208",312,--$---------,"3,5",443,NaN,Europæisk,"Skindergade 29, København 1159 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, <a href=""/Restaurants-g189541-c23-Copenhagen_Zealand.html"">Græsk</a>, <a href=""/Restaurants-g189541-c28-Copenhagen_Zealand.html"">Middelhavsområdet</a></div>"
35,40,Carlton,40,35,"55.670574,12.560929",316,--$$-$$$---,"3,5",455,NaN,Dansk,"Halmtorvet 14, København 1700 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Skandinavisk, Dansk</div>"
45,50,Hooked,45,,"55.669567,12.558242",34,--$$-$$$------,"4,5",431,NaN,Fastfood,"Halmtorvet 34, København 1700 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c33-Copenhagen_Zealand.html"">Fisk og skaldyr</a>, <a href=""/Restaurants-g189541-c10646-Copenhagen_Zealand.html"">Fastfood</a></div>"
,,Restaurant MA,,,"55.682,12.579844",20,--$$$$---,"5,0",483,NaN,Dansk,"Gl. Mønt 41 1117, København 1117 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=8"">$$$$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Skandinavisk, Dansk</div>"
50,50,Satang Thai Bistro,45,,"55.685,12.548056",23,--$$-$$$,"5,0",28,NaN,Dansk,"Åboulevard 51, Frederiksberg, København 1960 Danmark","<div class=""header_links""><a href=""/Restaurants-g806262-Frederiksberg_Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, Dansk</div>"
35,35,Library Bar,40,45,"55.673748,12.564692",97,--$$-$$$,"4,0",469,NaN,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Bernstorffgade 4, København 1577 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>"
40,40,Fars Dreng,35,,"55.68137,12.583536",189,--$$-$$$------,"4,0",478,148,Café,"Rosengården 12, København 1174 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c8-Copenhagen_Zealand.html"">Café</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Skandinavisk</div>"
45,50,Hope Organic,45,,"55.678135,12.569726",30,--$$-$$$------,"4,5",430,127,Dansk,"Larsbjoernsstraede 7, København 1454 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Dansk, <a href=""/Restaurants-g189541-zfz10665-Copenhagen_Zealand.html"">Vegetarvenlig</a></div>"
