God pris,Mad,Restaurant,Service,Stemning,Location,Number of reviews,Price class,Main rating,Ranking on list,Price range,Type of food,Address,Type of food link
40,40,Namaste Nepal,35,35,"55.69267,12.56763",32,--$$-$$$------,"4,0",1130,NaN,Asiatisk,"Fredensgade 11 A, København 2200 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c24-Copenhagen_Zealand.html"">Indisk</a>, <a href=""/Restaurants-g189541-c3-Copenhagen_Zealand.html"">Asiatisk</a>, Nepalesisk</div>"
,,Two Monkeys,,,"55.68223,12.58476",6,--$$-$$$---,"4,5",1132,127,Grill,"Gothersgade 8F Located in Boltens Food Court, in the bottom floor., København 1123 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c22-Copenhagen_Zealand.html"">International</a>, Grill</div>"
50,45,Govindas,45,,"55.68279,12.55659",13,--$,"4,5",1141,NaN,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a></div>","Åboulevard 7, København 1635 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a></div>"
35,35,Cortigiano,35,40,"55.67898,12.529446",109,--$$-$$$------,"3,5",77,308,Europæisk,"Smallegade 20 B, Frederiksberg, København 2000 Danmark","<div class=""header_links""><a href=""/Restaurants-g806262-Frederiksberg_Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g806262-c26-Frederiksberg_Copenhagen_Zealand.html"">Italiensk</a>, <a href=""/Restaurants-g806262-c18-Frederiksberg_Copenhagen_Zealand.html"">Europæisk</a></div>"
30,35,Barabbas,35,,"55.682617,12.586363",32,--$$$$------,"3,5",1133,NaN,Europæisk,"Store Kongensgade 34, København 1264 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=8"">$$$$</a>, <a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a>, Spisested, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a></div>"
30,35,Mazzoli's,35,35,"55.67446,12.568292",232,--$$-$$$---------,"3,0",1131,174,Italiensk,"Vesterbrogade 3, København 1670 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a>, <a href=""/Restaurants-g189541-c31-Copenhagen_Zealand.html"">Pizza</a>, <a href=""/Restaurants-g189541-c28-Copenhagen_Zealand.html"">Middelhavsområdet</a></div>"
,,Taj Diner,,,"55.66943,12.53976",8,,"4,5",1120,NaN,NaN,"Vesterfaelledvej 8, København 1620 Danmark",NaN
,,Madsens Mekka,,,"55.699017,12.530035",7,--$$$$,"5,0",1139,671,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=8"">$$$$</a></div>","Nattergalevej 38 Kld, København 2400 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=8"">$$$$</a></div>"
45,,Cafe Globen,45,50,"55.68134,12.56421",17,--$$-$$$------,"4,5",1120,101,Fastfood,"Turesensgade 2B, København Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, Ølpub, <a href=""/Restaurants-g189541-c31-Copenhagen_Zealand.html"">Pizza</a>, <a href=""/Restaurants-g189541-c10646-Copenhagen_Zealand.html"">Fastfood</a></div>"
45,45,D'Taste,50,,"55.68712,12.531334",9,--$$-$$$------,"4,5",78,127,Kinesisk,"Godthaabsvej 48, Frederiksberg, København 2000 Danmark","<div class=""header_links""><a href=""/Restaurants-g806262-Frederiksberg_Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g806262-c11-Frederiksberg_Copenhagen_Zealand.html"">Kinesisk</a>, <a href=""/Restaurants-g806262-c41-Frederiksberg_Copenhagen_Zealand.html"">Vietnamesisk</a></div>"
,,Sunday Munday,,,"55.685894,12.566549",11,,"4,5",1041,NaN,NaN,"Frederiksborggade 50, København 1360 Danmark",NaN
,,Løgismose Illum Rooftop,,,"55.67923,12.580189",14,--$$$$------,"4,0",1114,201,Dansk,"Østergade 52 Inde i Illum, København 1259 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=8"">$$$$</a>, <a href=""/Restaurants-g189541-c20-Copenhagen_Zealand.html"">Fransk</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Dansk</div>"
35,40,Cafe North &amp; Indian Cuisine,45,,"55.682384,12.572447",40,--$$-$$$---------,"4,5",1137,NaN,Café,"Rosengården 14, København 1174 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c8-Copenhagen_Zealand.html"">Café</a>, <a href=""/Restaurants-g189541-c24-Copenhagen_Zealand.html"">Indisk</a>, <a href=""/Restaurants-g189541-zfz10665-Copenhagen_Zealand.html"">Vegetarvenlig</a></div>"
,,LETZ SUSHI STORE KONGENSGADE,,,"55.683113,12.586829",7,--$$-$$$---------,"4,5",1124,302,Fisk og skaldyr,"Store Kongensgade 44, København 1264 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c27-Copenhagen_Zealand.html"">Japansk</a>, <a href=""/Restaurants-g189541-c33-Copenhagen_Zealand.html"">Fisk og skaldyr</a>, <a href=""/Restaurants-g189541-c38-Copenhagen_Zealand.html"">Sushi</a></div>"
40,40,Gorm's Amagerbrogade,40,,"55.66069,12.60441",29,--$$-$$$------,"3,5",1146,141,Italiensk,"Amagerbrogade 82, København 2300 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a>, <a href=""/Restaurants-g189541-c31-Copenhagen_Zealand.html"">Pizza</a></div>"
,,Bastionens Cafe,,,"55.68091,12.61016",7,---,"5,0",1152,NaN,Europæisk,"Refshalevej 28 Udkants-Christiania, København Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Skandinavisk</div>"
,,Kaffeplantagen,,,"55.66723,12.54779",12,,"4,0",1162,NaN,NaN,"Kopenhamn V Enghave Plads, København 1670 Danmark",NaN
,,Grød,,,"55.67138,12.54539",5,,"5,0",1144,NaN,NaN,"Vesterbrogade 105b, København 1620 Danmark",NaN
,,Ruffino,,,"55.67338,12.58902",9,--$$-$$$,"4,0",1165,NaN,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Strandgade 14, København 1402 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>"
,,Koelschip,,,"55.694633,12.542859",8,--$$-$$$,"5,0",1145,NaN,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Stefansgade 35, København 2200 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>"
,,Kongens Hytte,,,"55.68623,12.5834",7,---,"4,5",1169,NaN,Dansk,"Soelvgade 14, København 1307 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Dansk</div>"
45,40,Izumi,35,,"55.716988,12.576797",10,--$$-$$$------,"4,0",1147,2.012,Japansk,"Strandvejen 59, København 2100 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c27-Copenhagen_Zealand.html"">Japansk</a>, <a href=""/Restaurants-g189541-c38-Copenhagen_Zealand.html"">Sushi</a></div>"
45,40,Wok King,40,,"55.68599,12.53617",13,--$------,"4,0",79,NaN,Japansk,"Godthåbsvej 16, Frederiksberg, København 2000 Danmark","<div class=""header_links""><a href=""/Restaurants-g806262-Frederiksberg_Copenhagen_Zealand.html?pid=1"">$</a>, <a href=""/Restaurants-g806262-c11-Frederiksberg_Copenhagen_Zealand.html"">Kinesisk</a>, <a href=""/Restaurants-g806262-c27-Frederiksberg_Copenhagen_Zealand.html"">Japansk</a></div>"
35,35,Chaophraya,35,,"55.69317,12.50727",18,--$$-$$$---,"4,0",1160,NaN,Asiatisk,"Sallingvej 29, København 2720 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c3-Copenhagen_Zealand.html"">Asiatisk</a></div>"
,,Non Solo Trattoria,,,"55.68615,12.53453",8,--$$-$$$---------,"4,5",80,101,Europæisk,"Godthaabsvej 29, Frederiksberg, København 2000 Danmark","<div class=""header_links""><a href=""/Restaurants-g806262-Frederiksberg_Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g806262-c26-Frederiksberg_Copenhagen_Zealand.html"">Italiensk</a>, <a href=""/Restaurants-g806262-c31-Frederiksberg_Copenhagen_Zealand.html"">Pizza</a>, <a href=""/Restaurants-g806262-c18-Frederiksberg_Copenhagen_Zealand.html"">Europæisk</a></div>"
45,45,Dragon City og Toyama Running Sushi,45,,"55.69666,12.53804",20,--$$-$$$,"4,0",1171,NaN,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Hilleroedgade 23, København 2200 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>"
35,40,Blue House,35,,"55.67276,12.59033",20,--$,"4,0",1164,101,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a></div>","Torvegade 34 c, København Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a></div>"
35,35,Nam Thip Restaurant,40,30,"55.67224,12.5576",67,--$$-$$$---------,"4,0",1154,127,Asiatisk,"Viktoriagade 3, København 1655 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c3-Copenhagen_Zealand.html"">Asiatisk</a>, <a href=""/Restaurants-g189541-c39-Copenhagen_Zealand.html"">Thai</a>, <a href=""/Restaurants-g189541-c41-Copenhagen_Zealand.html"">Vietnamesisk</a></div>"
,,Cafe Assistenten,,,"55.692265,12.552228",9,---,"5,0",1161,NaN,Dansk,"Noerrebrogade 88, København 2200 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Dansk</div>"
45,40,Chin Chin,45,,"55.69045,12.56079",23,--$---------,"4,0",1159,1.008,Asiatisk,"Sankt Hans Torv, København 2200 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a>, <a href=""/Restaurants-g189541-c3-Copenhagen_Zealand.html"">Asiatisk</a>, <a href=""/Restaurants-g189541-c39-Copenhagen_Zealand.html"">Thai</a>, <a href=""/Restaurants-g189541-zfz10665-Copenhagen_Zealand.html"">Vegetarvenlig</a></div>"
30,35,Piccola Italia,30,40,"55.65358,12.61076",49,--$$-$$$---------,"4,0",1142,114,Europæisk,"Amagerbrogade 168, København 2300 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a>, <a href=""/Restaurants-g189541-c10646-Copenhagen_Zealand.html"">Fastfood</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a></div>"
35,35,Cafe Castro,35,,"55.698673,12.541855",45,--$$-$$$------,"3,5",1154,NaN,Café,"Noerrebrogade 209, København 2200 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c8-Copenhagen_Zealand.html"">Café</a>, Bar, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a></div>"
,,Cafe Botanika,,,"55.671963,12.522225",6,--$$-$$$---,"4,5",81,127,International,"Roskildevej 32 Inside the Copenhagen Zoo, Frederiksberg, København 2000 Danmark","<div class=""header_links""><a href=""/Restaurants-g806262-Frederiksberg_Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g806262-c22-Frederiksberg_Copenhagen_Zealand.html"">International</a></div>"
,,Rays,,,"55.68934,12.5604",6,--$------,"5,0",1166,47,Café,"Faelledvej 14, København 2200 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a>, <a href=""/Restaurants-g189541-c8-Copenhagen_Zealand.html"">Café</a>, <a href=""/Restaurants-g189541-c10679-Copenhagen_Zealand.html"">Sund</a></div>"
,,Mulgeo Blinis &amp; Bubbles Bar Torvehallerne,,,"55.683723,12.56993",5,--$$-$$$------,"5,0",1155,148,Fastfood,"Linnesgade 17 HALL2 Stand A5 Torvehallerne, København 1361 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c33-Copenhagen_Zealand.html"">Fisk og skaldyr</a>, <a href=""/Restaurants-g189541-c10646-Copenhagen_Zealand.html"">Fastfood</a>, Moderne</div>"
,,Angelini,,,"55.67392,12.56484",7,------------,"4,5",1143,NaN,Amerikansk,"Bernstorffsgade 4, København 1577 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a>, <a href=""/Restaurants-g189541-c2-Copenhagen_Zealand.html"">Amerikansk</a>, <a href=""/Restaurants-g189541-c37-Copenhagen_Zealand.html"">Steakhouse</a>, <a href=""/Restaurants-g189541-c31-Copenhagen_Zealand.html"">Pizza</a></div>"
,,FORSYNINGEN - Mad &amp; Drikke,,,"55.670704,12.54429",7,--$$-$$$---,"4,5",1153,114,Bar,"Sundevedsgade 5, København 1751 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, Bar, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Pub</div>"
,,The Noodle Box,,,"55.670437,12.556932",6,---,"4,5",1158,NaN,Asiatisk,"Istedgade 42 B, København 1650 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-c3-Copenhagen_Zealand.html"">Asiatisk</a></div>"
40,45,hing's sushi,40,40,"55.6705,12.54084",23,--$$-$$$---------,"4,0",1163,490,Japansk,"Vesterbrogade 146, København 1620 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c38-Copenhagen_Zealand.html"">Sushi</a>, <a href=""/Restaurants-g189541-c11-Copenhagen_Zealand.html"">Kinesisk</a>, <a href=""/Restaurants-g189541-c27-Copenhagen_Zealand.html"">Japansk</a></div>"
45,45,Pizzeria Massimo,45,,"55.68447,12.56799",17,--$------,"4,5",1167,NaN,Italiensk,"Noerre Farimagsgade 68, København 1364 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a>, <a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a>, <a href=""/Restaurants-g189541-c31-Copenhagen_Zealand.html"">Pizza</a></div>"
,,Wulff &amp; Konstali,,,"55.69104,12.560522",13,--$$-$$$---------,"4,0",1170,NaN,Café,"Sankt Hans Torv 30, København 2200 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c2-Copenhagen_Zealand.html"">Amerikansk</a>, <a href=""/Restaurants-g189541-c8-Copenhagen_Zealand.html"">Café</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a></div>"
,,Kaldi Copenhagen,,,"55.67152,12.561086",5,--$$-$$$---,"5,0",1148,148,Europæisk,"Istedgade 11, København 1650 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, Hollandsk, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a></div>"
,,Crazy Chicken,,,"55.68036,12.57129",17,--$---,"4,0",1157,NaN,Middelhavsområdet,"Noerregade and Rosenvaenget, København 2100 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a>, <a href=""/Restaurants-g189541-c28-Copenhagen_Zealand.html"">Middelhavsområdet</a></div>"
,,Hadis Café,,,"55.68854,12.52521",7,--$$-$$$---,"4,5",82,201,Europæisk,"Godthåbsvej 88, Frederiksberg, København 2000 Danmark","<div class=""header_links""><a href=""/Restaurants-g806262-Frederiksberg_Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g806262-c18-Frederiksberg_Copenhagen_Zealand.html"">Europæisk</a></div>"
,,Izumi Frederiksberg,,,"55.67711,12.53901",9,,"4,0",83,NaN,NaN,"Gammel Kongevej 142, Frederiksberg, København 1850 Danmark",NaN
25,35,Sanchez,35,,"55.669823,12.555168",134,--$$-$$$---------,"3,5",1191,NaN,Latinamerikansk,"Istedgade 60, København 1650 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c29-Copenhagen_Zealand.html"">Mexicansk</a>, <a href=""/Restaurants-g189541-c10639-Copenhagen_Zealand.html"">Latinamerikansk</a>, <a href=""/Restaurants-g189541-zfz10665-Copenhagen_Zealand.html"">Vegetarvenlig</a></div>"
,,The Sixteen Twelve,,,"55.69203,12.54508",7,---,"4,5",1181,NaN,Café,"Jaegersborggade 8, København 2200 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-c8-Copenhagen_Zealand.html"">Café</a></div>"
35,40,Cafe No 11,40,,"55.681828,12.590356",35,--$$-$$$------,"3,5",1176,NaN,Café,"Sankt Annae Plads 11, København 1250 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c8-Copenhagen_Zealand.html"">Café</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Dansk</div>"
35,40,PS Bar &amp; Grill,30,45,"55.680172,12.581241",250,--$$-$$$---,"3,5",1172,NaN,Bar,"Pilestraede 12A, København 1112 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, Bar, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a></div>"
,,Vinøs Vinbar,,,"55.66356,12.62339",5,,"5,0",1189,NaN,NaN,"Lergravsvej 30, København 2300 Danmark",NaN
35,35,Meyers Deli,30,,"55.6792,12.585042",30,--$$-$$$------,"3,5",1183,NaN,Café,"Kongens Nytorv 13 I Magasin du Nord, København 1050 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c8-Copenhagen_Zealand.html"">Café</a>, Dansk, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a></div>"
45,45,CASA MIA,45,,"55.69829,12.5431",12,--$---,"4,5",1182,NaN,Italiensk,"Noerrebrogade 200, København 2200 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a>, <a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a></div>"
,,Bodenhoff,,,"55.68195,12.51056",13,,"4,0",84,NaN,NaN,"Finsensvej 54, Frederiksberg, København 2000 Danmark",NaN
45,45,Retreat,45,,"55.68431,12.5695",13,--$------,"4,0",1201,503,Café,"Frederiksborggade 21, København 1360 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a>, <a href=""/Restaurants-g189541-c8-Copenhagen_Zealand.html"">Café</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Canadisk</div>"
40,40,Kösem,40,,"55.69742,12.544217",56,--$---------,"3,5",1194,NaN,Fastfood,"Noerrebrogade 186, København 2200 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a>, <a href=""/Restaurants-g189541-c10663-Copenhagen_Zealand.html"">Tyrkisk</a>, <a href=""/Restaurants-g189541-c30-Copenhagen_Zealand.html"">Mellemøstlig</a>, <a href=""/Restaurants-g189541-c10646-Copenhagen_Zealand.html"">Fastfood</a></div>"
,,The Tipsy Mermaid,,,"55.678764,12.593043",7,,"4,5",1186,NaN,"<div class=""header_links"">Pub</div>","Havnegade 50, København 1058 Danmark","<div class=""header_links"">Pub</div>"
,,Il Gusto Giusto,,,"55.70313,12.58619",8,------,"4,5",1174,NaN,Italiensk,"Nordre Frihavnsgade 80, København 2100 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-c31-Copenhagen_Zealand.html"">Pizza</a>, <a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a></div>"
,,Asmara,,,"55.692165,12.5461",9,--$,"4,0",1177,121,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a></div>","Jagtvej 43, København 2200 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a></div>"
,,Kaffetarnet,,,"55.68265,12.57142",6,,"5,0",1180,NaN,NaN,"Norre Voldgade 70F, København 1165 Danmark",NaN
,,Cafe Grekenlandsvej,,,"55.65245,12.6161",6,,"5,0",1185,NaN,NaN,"Graekenlandsvej 33, København 2300 Danmark",NaN
35,35,Restaurant Sejlklubben Frem,40,40,"55.71405,12.587626",29,--$$-$$$,"4,0",1199,NaN,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Strandvaenget 65, København 2100 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>"
40,40,Monellies,45,,"55.638428,12.583696",9,--$---,"4,5",1187,NaN,Café,"H.C. Ørstedsvej 38, København Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a>, <a href=""/Restaurants-g189541-c8-Copenhagen_Zealand.html"">Café</a></div>"
35,40,Ristorante Uno,40,40,"55.68009,12.57646",39,--$$-$$$---------,"4,0",1200,NaN,Europæisk,"Grabrodre Torv 2, København Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a>, <a href=""/Restaurants-g189541-c28-Copenhagen_Zealand.html"">Middelhavsområdet</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a></div>"
,,So Last Year 2nd Hand &amp; Coffee,,,"55.665577,12.542953",5,--$------,"5,0",1190,NaN,Dansk,"Enghavevej 58, København 1674 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, <a href=""/Restaurants-g189541-c30-Copenhagen_Zealand.html"">Mellemøstlig</a>, Dansk</div>"
,,Ambassadeur,,,"55.66415,12.54262",6,,"4,5",1193,NaN,NaN,"Enghavevej 71, København 1674 Danmark",NaN
40,40,Thaiaway,45,30,"55.67025,12.49638",19,--$---,"4,0",1198,148,Thai,"Aeroevej 2, København 2000 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a>, <a href=""/Restaurants-g189541-c39-Copenhagen_Zealand.html"">Thai</a></div>"
35,30,Café Trold,35,35,"55.67213,12.554994",278,--$$-$$$------,"3,5",1184,NaN,Café,"Vesterbrogade 53, København 1620 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, Bar, <a href=""/Restaurants-g189541-c8-Copenhagen_Zealand.html"">Café</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a></div>"
35,40,Jacobsen,35,40,"55.77768,12.59045",21,--$$-$$$------,"4,0",1196,503,Dansk,"Strandvejen 449, København 2930 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, Dansk, <a href=""/Restaurants-g189541-c20-Copenhagen_Zealand.html"">Fransk</a>, <a href=""/Restaurants-g189541-c22-Copenhagen_Zealand.html"">International</a></div>"
,,Hotdogs &amp; Beers,,,"55.688675,12.558963",5,--$---------,"5,0",1197,NaN,Amerikansk,"Nørrebrogade 30, København 2200 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a>, <a href=""/Restaurants-g189541-c2-Copenhagen_Zealand.html"">Amerikansk</a>, <a href=""/Restaurants-g189541-c21-Copenhagen_Zealand.html"">Tysk</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a></div>"
,,Grosen &amp; Falkenbergs,,,"55.67811,12.599543",5,--$$-$$$---,"5,0",1175,248,Dansk,"Kuglegårdsvej 7 Liggeplads 1, København 1434 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Skandinavisk, Dansk</div>"
35,30,Flyvergrillen,30,35,"55.613724,12.630056",74,--$------,"3,5",1178,101,Dansk,"Amager Landevej 290, København 2790 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a>, <a href=""/Restaurants-g189541-c6-Copenhagen_Zealand.html"">Grillmad</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Dansk</div>"
35,40,Senza Nome - Italiansk Restaurant,40,,"55.670856,12.558898",80,--$$-$$$---,"3,5",1179,NaN,Italiensk,"Istedgade 25, København 1650 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a></div>"
35,30,Royal Bagel Copenhagen,35,,"55.68195,12.58848",19,--$------,"4,0",1188,NaN,Café,"Bredgade 22, København 1206 K Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a>, <a href=""/Restaurants-g189541-c8-Copenhagen_Zealand.html"">Café</a>, <a href=""/Restaurants-g189541-zfz10665-Copenhagen_Zealand.html"">Vegetarvenlig</a></div>"
